show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in
s137,Movie,7 Khoon Maaf,Vishal Bhardwaj,"Priyanka Chopra, Neil Nitin Mukesh, John Abraham, Irrfan Khan, Aleksandr Dyachenko, Annu Kapoor, Naseeruddin Shah, Vivaan Shah, Usha Uthup, Konkona Sen Sharma",India,2-Aug-18,2011,TV-MA,148 min,"Dramas, International Movies, Thrillers"
s144,Movie,90 ML,Anita Udeep,"Oviya, Masoom Shankar, Bommu Lakshmi, Monisha Ram, Tej Raj, Shree Gopika, Anson Paul, Devadarshini Chetan",India,13-Aug-19,2019,TV-MA,123 min,"Comedies, International Movies, Music & Musicals"
s145,Movie,93 Days,Steve Gukas,"Bimbo Akintola, Somkele Iyamah, Danny Glover, Gideon Okeke, Seun Kentebe, Keppy Ekpenyong, Zara Udofia Ejoh, Bimbo Manuel, Patrick Diabuah, Tina Mba, Alastair Mackenzie, Tim Reid",Nigeria,5-Mar-20,2016,TV-PG,121 min,"Dramas, International Movies, Thrillers"
s146,Movie,A 2nd Chance,Clay Glen,"Nina Pearce, Adam Tuominen, Emily Morris, Amy Handley, Carmel Johnson, Alanah Gilbert, Hapi Murphy, Lilly Blacker, Julie Kay Lumasag, Elysia Markou",Australia,1-Jul-17,2011,PG,95 min,"Children & Family Movies, Dramas, Sports Movies"
s148,Movie,A Babysitter's Guide to Monster Hunting,Rachel Talalay,"Tamara Smart, Oona Laurence, Tom Felton, Troy Leigh-Anne Johnson, Lynn Masako Cheng, Ty Consiglio, Ian Ho, Indya Moore, Alessio Scalzotto, Tamsen McDonough",United States,15-Oct-20,2020,TV-PG,99 min,Children & Family Movies
s149,Movie,A Bad Moms Christmas,"Jon Lucas, Scott Moore","Mila Kunis, Kristen Bell, Kathryn Hahn, Susan Sarandon, Christine Baranski, Jay Hernandez, Cheryl Hines, Peter Gallagher, Justin Hartley","United States, China",14-Feb-20,2017,R,104 min,Comedies
s150,Movie,A Beautiful Life,Andrew Lau Wai-Keung,"Qi Shu, Liu Ye, Anthony Wong Chau-Sang, Liang Tian, Danying Feng, Rina Sa, Zhang Songwen, Tian Gao, Andrew Lin","China, Hong Kong",1-Dec-18,2011,TV-14,122 min,"Dramas, International Movies, Romantic Movies"
s151,Movie,A Billion Colour Story,Padmakumar Narasimhamurthy,"Dhruva Padmakumar, Gaurav Sharma, Vasuki",India,1-Apr-18,2016,TV-14,104 min,"Dramas, Independent Movies, International Movies"
s152,Movie,A Boy Called Po,John Asher,"Christopher Gorham, Julian Feder, Kaitlin Doubleday, Andrew Bowen, Caitlin Carmichael, Sean Gunn, Bryan Batt, Fay Masterson, Brian George",United States,15-Jan-18,2016,PG,94 min,"Dramas, Sci-Fi & Fantasy"
s155,Movie,A California Christmas,Shaun Paul Piccinino,"Lauren Swickard, Josh Swickard, Ali Afshar, David Del Rio, Natalia Mann, Katelyn Epperly, Gunnar Anderson, Julie Lancaster, Amanda Detmer",United States,14-Dec-20,2020,PG-13,107 min,"Comedies, Romantic Movies"
s156,Movie,A Champion Heart,David de Vos,"Mandy Grace, David de Vos, Donna Rusch, Devan Key, Isabella Mancuso, Ariana Guido",United States,14-Apr-20,2018,G,90 min,"Children & Family Movies, Dramas"
s157,Movie,A Chaster Marriage,Umut Kirca,"Emre Karayel, Ceren Moray, Begm Ktk, Ececan Gmeci, mit Erdim, Cem Kili, Haldun Boysan, Ferdi Akarnur, Mine Teber, Gne Hayat",Turkey,2-Oct-20,2016,TV-14,94 min,"Comedies, International Movies, Romantic Movies"
s158,Movie,A Choo,"Kevin Ko, Peter Tsi","Kai Ko, Ariel Lin, Darren Wang, Zhang Xiaolong, Louis Koo, Vanness Wu, Kate Tsui",Taiwan,14-Oct-20,2020,TV-14,101 min,"Action & Adventure, International Movies, Romantic Movies"
s160,Movie,A Christmas Prince,Alex Zamm,"Rose McIver, Ben Lamb, Alice Krige, Honor Kneafsey",United States,17-Nov-17,2017,TV-PG,92 min,"Children & Family Movies, Dramas, Romantic Movies"
s161,Movie,A Christmas Prince: The Royal Baby,John Schultz,"Rose McIver, Ben Lamb, Alice Krige, Honor Kneafsey, Sarah Douglas, Andy Lucas, Raj Bajaj, Richard Ashton, Tahirah Sharif, Joel McVeagh, Theo Devaney, Kevin Shen, Momo Yeung, Crystal Yu, Billy Angel",United States,5-Dec-19,2019,TV-PG,85 min,"Children & Family Movies, Dramas, Romantic Movies"
s162,Movie,A Christmas Prince: The Royal Wedding,John Schultz,"Rose McIver, Ben Lamb, Alice Krige, Simon Dutton, Honor Kneafsey, Sarah Douglas, Theo Devaney, John Guerrasio, Andy Lucas, Raj Bajaj, Richard Ashton, Billy Angel, Tahirah Sharif, Joel McVeagh",United States,30-Nov-18,2018,TV-PG,93 min,"Children & Family Movies, Dramas, Romantic Movies"
s163,Movie,A Christmas Special: Miraculous: Tales of Ladybug & Cat Noir,Thomas Astruc,"Cristina Vee, Bryce Papenbrook, Keith Silverstein, Mela Lee, Max Mittelman, Carrie Keranen, Stephanie Sheh, Selah Victor, Ben Diskin, Erin Fitzgerald, Grant George","France, South Korea, Japan",20-Dec-16,2016,TV-Y7,22 min,Movies
s164,Movie,A Cinderella Story,Mark Rosman,"Hilary Duff, Chad Michael Murray, Jennifer Coolidge, Dan Byrd, Regina King, Julie Gonzalo, Lin Shaye, Madeline Zima, Andrea Avery, Mary Pat Gleason, Paul Rodriguez, Whip Hubley, Kevin Kilner, Erica Hubbard, Simon Helberg","United States, Canada",1-Jan-20,2004,PG,95 min,"Children & Family Movies, Comedies"
s165,Movie,A Cinderella Story: Christmas Wish,Michelle Johnston,"Laura Marano, Gregg Sulkin, Isabella Gomez, Johannah Newmarch, Lillian Doucet-Roche, Chanelle Peloso, Barclay Hope, Garfield Wilson",United States,1-Dec-19,2019,PG,86 min,"Children & Family Movies, Comedies, Music & Musicals"
s167,Movie,A Dangerous Woman,Stephen Gyllenhaal,"Debra Winger, Barbara Hershey, Gabriel Byrne, Laurie Metcalf, John Terry, Maggie Gyllenhaal, Jake Gyllenhaal, Chloe Webb, David Strathairn",United States,1-Apr-18,1993,R,101 min,"Dramas, Romantic Movies"
s168,Movie,A Fairly Odd Summer,Savage Steve Holland,"Drake Bell, Daniella Monet, David Lewis, Susanne Blakeslee, Daran Norris, Scott Baio, Devon Weigel, Ella Anderson, Carter Hastings",United States,2-Nov-19,2014,TV-Y7,68 min,"Children & Family Movies, Comedies"
s169,Movie,A Fall from Grace,Tyler Perry,"Crystal Fox, Phylicia Rashad, Cicely Tyson, Bresha Webb, Mehcad Brooks, Adrian Pasdar, Tyler Perry",United States,17-Jan-20,2020,TV-MA,121 min,"Dramas, Thrillers"
s170,Movie,A Family Affair,Tom Fassaert,Tom Fassaert,"Netherlands, Denmark, South Africa",16-Oct-16,2015,TV-PG,111 min,"Documentaries, International Movies"
s171,Movie,A Family Man,Mark Williams,"Gerard Butler, Gretchen Mol, Alison Brie, Willem Dafoe, Alfred Molina, Maxwell Jenkins, Anupam Kher, Dustin Milligan","Canada, United States",15-Dec-19,2016,R,110 min,Dramas
s172,Movie,A Family Reunion Christmas,Robbie Countryman,"Loretta Devine, Tia Mowry-Hardrict, Anthony Alabi, Talia Jackson, Isaiah Russell-Bailey, Cameron J. Wright, Jordyn Raya James, Jacke Harry, Richard Roundtree",United States,9-Dec-19,2019,TV-PG,29 min,Movies
s173,Movie,A Flying Jatt,Remo D'Souza,"Tiger Shroff, Jacqueline Fernandez, Nathan Jones, Kay Kay Menon, Amrita Singh, Gaurav Pandey, Shraddha Kapoor, Amrita Puri",India,15-Nov-17,2016,TV-14,142 min,"Action & Adventure, International Movies, Sci-Fi & Fantasy"
s174,Movie,A Fortunate Man,Bille August,"Esben Smed, Katrine Rosenthal, Benjamin Kitter, Julie Christiansen, Tommy Kenter, Tammi st, Rasmus Bjerg, Ole Lemmeke, Sarah Viktoria Bjerregaard, Anders Hove, Jens Albinus",Denmark,20-Apr-19,2018,TV-MA,168 min,"Dramas, International Movies"
s175,Movie,A Futile and Stupid Gesture,David Wain,"Will Forte, Domhnall Gleeson, Martin Mull, Joel McHale, Matt Lucas, Thomas Lennon, Seth Green, Jackie Tohn, Natasha Lyonne, Emmy Rossum, Elvy Yost, Matt Walsh, John Gemberling, Rick Glassman, Camille Guaty",United States,26-Jan-18,2018,TV-MA,102 min,Comedies
s176,Movie,A Ghost Story,David Lowery,"Casey Affleck, Rooney Mara, Liz Franke, Rob Zabrecky, Will Oldham, Sonia Acevedo",United States,7-Jan-20,2017,R,92 min,"Dramas, Independent Movies"
s177,Movie,A Glimpse Inside the Mind of Charles Swan III,Roman Coppola,"Charlie Sheen, Jason Schwartzman, Bill Murray, Katheryn Winnick, Patricia Arquette, Aubrey Plaza, Mary Elizabeth Winstead, Dermot Mulroney",United States,15-Jul-18,2012,R,86 min,"Comedies, Independent Movies"
s178,Movie,A Go Go Cory Carson Christmas,"Stanley Moore, Alex Woo","Alan C. Lim, Taron C. Hensley, Maisie Benson, Kerry Gudjohnsen, Paul Killam, Smith Foreman, Ann Kendrick, Ella Joy Ballesteros, Neena-Sinaii Simpo, Eli Morse",United States,27-Nov-20,2020,TV-Y,22 min,Children & Family Movies
s179,Movie,A Go Go Cory Carson Halloween,"Alex Woo, Stanley Moore","Alan C. Lim, Smith Foreman, Maisie Benson, Ann Kendrick, Kerry Gudjohnsen, Paul Killam, Stanley Moore, Tyler Hendrix, Ella Joy Ballesteros, Jimmy Olea",N.I.L,2-Oct-20,2020,TV-Y,22 min,Children & Family Movies
s180,Movie,A Go Go Cory Carson Summer Camp,"Stanley Moore, Alex Woo","Alan C. Lim, Smith Foreman, Abigail Vibat, Pfifer Chastain, Jim Capobianco, Neena-Sinaii Simpo, Eli Morse, Adelaide Hirasaki, Paul Killam, Kerry Gudjohnsen, Maisie Benson",N.I.L,4-Aug-20,2020,TV-Y,21 min,Children & Family Movies
s182,Movie,A Grand Night In: The Story of Aardman,Richard Mears,Julie Walters,United Kingdom,1-Nov-16,2015,TV-PG,59 min,Documentaries
s184,Movie,A Haunted House,Michael Tiddes,"Marlon Wayans, Essence Atkins, Cedric the Entertainer, Nick Swardson, David Koechner, Dave Sheridan, Affion Crockett, J.B. Smoove, Andrew Daly, Alanna Ubach",United States,21-Feb-20,2013,R,86 min,"Comedies, Horror Movies"
s185,Movie,A Haunting at Silver Falls: The Return,Teo Konuralp,"Laura Flannery, James Cavlo, Harry Hains, Clemmie Dugdale, Dendrie Taylor, Bryan Chesters, Jennifer Dorogi, Adam Lazarre-White, Nikita Ramsey",United States,17-Sep-19,2019,TV-14,80 min,"Horror Movies, Independent Movies"
s186,Movie,A Heavy Heart,Thomas Stuber,"Peter Kurth, Lena Lauzemis, Lina Wendel, Edin Hasanovic, Marko Dyrlich, Peter Schneider, Reiner Schne, Udo Kroschwald",Germany,15-Feb-17,2015,TV-MA,109 min,"Dramas, Independent Movies, International Movies"
s187,Movie,A Holiday Engagement,Jim Fall,"Bonnie Somerville, Shelley Long, Jordan Bridges, Sam McMurray, Haylie Duff, Sam Horrigan, Carrie Wiita, Chris McKenna, Edi Patterson, Jennifer Elise Cox",United States,4-Nov-19,2011,TV-G,92 min,"Children & Family Movies, Comedies, Romantic Movies"
s188,Movie,A Home with A View,Herman Yau,"Francis Chun-Yu Ng, Louis Koo, Anita Yuen, Tat-Ming Cheung, Jocelyn Choi, Ng Siu-hin, Lam Suet, Anthony Wong Chau-Sang, Lo Hoi-pang",Hong Kong,30-Apr-19,2019,TV-MA,92 min,"Comedies, International Movies"
s190,Movie,A Kid from Coney Island,"Coodie, Chike",Stephon Marbury,"United States, China",6-Jul-20,2019,TV-MA,89 min,"Documentaries, Sports Movies"
s191,Movie,A Kind of Murder,Andy Goddard,"Patrick Wilson, Jessica Biel, Vincent Kartheiser, Haley Bennett, Eddie Marsan, Jon Osbeck, Radek Lord, Christine Dye",United States,1-May-17,2016,R,96 min,Thrillers
s193,Movie,A Land Imagined,Yeo Siew Hua,"Peter Yu, Liu Xiaoyi, Guo Yue, Ishtiaque Zico, Jack Tan","France, Netherlands, Singapore",13-Apr-19,2019,TV-MA,95 min,"Dramas, International Movies"
s197,Movie,A Little Chaos,Alan Rickman,"Kate Winslet, Matthias Schoenaerts, Alan Rickman, Stanley Tucci, Helen McCrory, Steven Waddington, Jennifer Ehle, Rupert Penry-Jones, Paula Paul, Danny Webb, Phyllida Law",United Kingdom,17-Apr-19,2014,R,113 min,"Dramas, Independent Movies, International Movies"
s202,Movie,A Love Story,Maryo J. De los Reyes,"Maricel Soriano, Aga Muhlach, Angelica Panganiban, Dante Rivero, Chin Chin Gutierrez, Bobby Andrews, TJ Trinidad, Baron Geisler, John Arcilla, Gerald Madrid",Philippines,14-Mar-19,2007,TV-14,117 min,"Dramas, International Movies, Romantic Movies"
s204,Movie,A Mighty Team,Thomas Sorriaux,"Grard Depardieu, Chantal Lauby, Medi Sadoun, Ilian Bergala, Blanche Gardin, Patrick Timsit, Barbara Cabrita, Jean Dell, Thomas Vandenberghe, Tho Fernandez, La Lopez",France,15-Oct-16,2016,TV-MA,97 min,"Comedies, International Movies, Sports Movies"
s205,Movie,A Mission in an Old Movie,Ahmad El-Badri,"Edward, Fifi Abdo, Lotfy Labib, Madeleine Matar, Nahla Zaki, Ahmed Fathy, Said Tarabeek, Badriya Tolba, Eman El-Sayed",N.I.L,25-Apr-19,2012,TV-MA,98 min,"Comedies, International Movies"
s206,Movie,A Monster Calls,J.A. Bayona,"Lewis MacDougall, Sigourney Weaver, Felicity Jones, Liam Neeson, Toby Kebbell, Ben Moor, James Melville, Oliver Steer, Dominic Boyle, Geraldine Chaplin, Jennifer Lim","United Kingdom, Spain, United States",16-Jan-21,2016,PG-13,108 min,"Dramas, Sci-Fi & Fantasy"
s207,Movie,A Most Violent Year,J.C. Chandor,"Oscar Isaac, Jessica Chastain, David Oyelowo, Albert Brooks, Elyes Gabel, Catalina Sandino Moreno, Christopher Abbott, Peter Gerety, Alessandro Nivola","United Arab Emirates, United States",22-Jul-18,2014,R,125 min,"Dramas, Thrillers"
s210,Movie,A New York Christmas Wedding,Otoja Abit,"Nia Fairweather, Chris Noth, Cooper Koch, Tyra Ferrell, Denny Dillon, Adriana DeMeo, Otoja Abit, David Anzuelo, Camilla Harden, Natasha Goodman, Avery Whitted, Tony D. Head, Joe Perrino",United States,5-Nov-20,2020,TV-MA,90 min,"Dramas, LGBTQ Movies, Romantic Movies"
s211,Movie,A Night at the Roxbury,John Fortenberry,"Will Ferrell, Chris Kattan, Dan Hedaya, Molly Shannon, Richard Grieco, Loni Anderson, Elisa Donovan, Gigi Rice, Lochlyn Munro, Dwayne Hickman",United States,1-Dec-19,1998,PG-13,82 min,"Comedies, Cult Movies"
s212,Movie,A Noble Intention,Joram Lrsen,"Gijs Scholten van Aschat, Jacob Derwig, Rifka Lodeizen, Juda Goslinga, Zeb Troostwijk, Elisabeth Hesemans, Joosje Duk",Netherlands,1-Sep-16,2015,TV-MA,111 min,"Dramas, International Movies"
s213,Movie,A Patch of Fog,Michael Lennox,"Stephen Graham, Conleth Hill, Lara Pulver, Arsher Ali, Stuart Graham, Ian McElhinney",United Kingdom,15-Apr-17,2015,TV-MA,92 min,"Dramas, Thrillers"
s215,Movie,A Perfect Ending,Nicole Conn,"Barbara Niven, Jessica Clark, John Heard, Morgan Fairchild, Kerry Knuppe, Imelda Corcoran, Mary Jane Wells, Rebecca Staab, Michael Adam Hamilton, Bryan Jackson, Bryan Mordechai Jackson",United States,1-Jan-19,2012,TV-MA,110 min,"Dramas, Independent Movies, LGBTQ Movies"
s216,Movie,A Perfect Man,Kees Van Oostrum,"Liev Schreiber, Jeanne Tripplehorn, Joelle Carter, Louise Fletcher, Katie Carr, Rene Soutendijk, Huub Stapel, Michael Pas",United States,6-Jun-19,2013,R,94 min,"Dramas, Independent Movies, Romantic Movies"
s218,Movie,A Princess for Christmas,Michael Damian,"Katie McGrath, Sir Roger Moore, Sam Heughan, Travis Turner, Leilah de Meza, Miles Richardson, Charlotte Salt",United States,28-Aug-20,2011,TV-PG,91 min,"Children & Family Movies, Dramas, Romantic Movies"
s219,TV Show,A Queen Is Born,Carla Barros,"Gloria Groove, Alexia Twister",Brazil,11-Nov-20,2020,TV-14,1 Season,"International TV Shows, Reality TV"
s220,Movie,A Remarkable Tale,Marina Seresesky,"Carmen Machi, Pepn Nieto, Kiti Mnver, Jon Kortajarena, Jimmy Castro, Ricardo Nkosi, Montse Pla, Malcolm Trevio-Sitt, Pepa Charro, Esperanza Elipe, Mariana Cordero, Txema Blasco",Spain,1-Nov-19,2019,TV-MA,94 min,"Comedies, International Movies"
s221,Movie,A Russell Peters Christmas,Henry Sarwer-Foner,"Russell Peters, Pamela Anderson, Michael Bubl, Jon Lovitz, Scott Thompson, Faizon Love, Goapele, Ted Lange",Canada,1-Nov-13,2011,NR,44 min,Stand-Up Comedy
s222,Movie,A Scandall,Ishaan Trivedi,"Johnny Baweja, Reeth Mazumder, Manav Kaul, Tanvi Vyas, Puru Chibber, Vasundhara Kaul, Aayam Mehta, Niraj Sah",India,15-Oct-17,2016,TV-MA,108 min,"International Movies, Thrillers"
s223,Movie,A Second Chance,Cathy Garcia-Molina,"John Lloyd Cruz, Bea Alonzo, Dimples Romana, Janus del Prado, James Blanco, Ahron Villena, Beatriz Saw, Shamaine Centenera, Khalil Ramos, Billy Crawford, Al Tantay, Arci Muoz",Philippines,27-Feb-19,2015,TV-MA,130 min,"Dramas, International Movies, Romantic Movies"
s225,Movie,A Separation,Asghar Farhadi,"Leila Hatami, Peyman Moaadi, Shahab Hosseini, Sareh Bayat, Sarina Farhadi, Babak Karimi, Ali-Asghar Shahbazi, Shirin Yazdanbakhsh, Kimia Hosseini, Merila Zare'i, Sahabanu Zolghadr","Iran, France",16-Mar-19,2011,PG-13,123 min,"Dramas, International Movies"
s227,Movie,A Serious Man,"Ethan Coen, Joel Coen","Michael Stuhlbarg, Richard Kind, Fred Melamed, Sari Lennick, Adam Arkin, Amy Landecker, Alan Mandell, Fyvush Finkel, Peter Breitmayer, Aaron Wolff, Jessica McManus, Brent Braunschweig","United States, United Kingdom, France",16-Jan-18,2009,R,106 min,"Comedies, Independent Movies"
s228,Movie,A Shaun the Sheep Movie: Farmageddon,"Richard Phelan, Will Becher","Justin Fletcher, John Sparkes, Amalia Vitale, Kate Harbour, David Holt","United Kingdom, France, Belgium, United States, China",14-Feb-20,2020,G,87 min,"Children & Family Movies, Comedies"
s229,Movie,A Silent Voice,Naoko Yamada,"Miyu Irino, Saori Hayami, Aoi Yuki, Kensho Ono, Yuki Kaneko, Yui Ishikawa, Megumi Han, Toshiyuki Toyonaga, Mayu Matsuoka",Japan,5-Jun-19,2016,TV-14,130 min,"Anime Features, International Movies"
s230,Movie,A Single Man,Tom Ford,"Colin Firth, Julianne Moore, Nicholas Hoult, Ginnifer Goodwin, Matthew Goode, Paul Butler, Ryan Simpkins, Teddy Sears, Paulette Lamori, Jon Kortajarena",United States,11-Nov-19,2009,R,100 min,"Dramas, Independent Movies, LGBTQ Movies"
s231,Movie,A Sort of Family,Diego Lerman,"Brbara Lennie, Daniel Aroz, Claudio Tolcachir, Paula Cohen, Yanina vila","Argentina, Brazil, France, Poland, Germany, Denmark",1-Apr-18,2017,TV-14,96 min,"Dramas, International Movies, Thrillers"
s232,Movie,A Sort of Homecoming,Maria Burton,"Laura Marano, Parker Mack, Katherine McNamara, Marcus Lyle Brown, Shayne Topp, Michelle Clunie, Kathleen Wilhoite",United States,1-Aug-17,2015,TV-PG,89 min,"Dramas, Independent Movies"
s234,Movie,A StoryBots Christmas,"Evan Spiridellis, Jeff Gill","Edward Asner, Judy Greer, Erin Fitzgerald, Fred Tatasciore, Jeff Gill, Gregg Spiridellis, Evan Spiridellis, Jim Meskimen, Nate Theis",United States,1-Dec-17,2017,TV-Y,26 min,"Children & Family Movies, Comedies"
s235,Movie,A Sun,Chung Mong-hong,"Wu Chien-ho, Chen Yi-wen, Samantha Ko, Liu Kuan-ting, Greg Hsu, Wu Tai-ling, Wen Chen-ling, Yin Shin",Taiwan,24-Jan-20,2019,TV-MA,156 min,"Dramas, Independent Movies, International Movies"
s237,Movie,A Tale of Love and Darkness,Natalie Portman,"Natalie Portman, Gilad Kahana, Amir Tessler, Moni Moshonov, Ohad Knoller, Makram Khoury, Neta Riskin, Alexander Peleg, Rotem Keinan, Tomer Kapon","Israel, United States",25-Oct-19,2015,PG-13,98 min,"Dramas, International Movies"
s239,Movie,A Thin Line Between Love & Hate,Martin Lawrence,"Martin Lawrence, Lynn Whitfield, Regina King, Bobby Brown, Della Reese, Daryl Mitchell, Roger Mosley, Malinda Williams, Roger E. Mosley, Simbi Khali, Tangie Ambrose, Wendy Raquel Robinson, Stacii Jae Johnson, Faizon Love, Miguel A. Nez Jr., Tracy Morgan",United States,1-Dec-20,1996,R,108 min,"Comedies, Romantic Movies"
s241,Movie,A Thousand Words,Brian Robbins,"Eddie Murphy, Kerry Washington, Cliff Curtis, Clark Duke, Allison Janney, Ruby Dee, John Witherspoon, Jack McBrayer",United States,1-Jul-20,2012,PG-13,92 min,Comedies
s243,Movie,A Trash Truck Christmas,Eddie Rosas,"Henry Keane, Glen Keane, Lucas Neff, Brian Baumgartner, Jackie Loeb, John DiMaggio",N.I.L,11-Dec-20,2020,TV-Y,28 min,Children & Family Movies
s244,Movie,A Trip to Jamaica,Robert O. Peters,"Ayo Makun, Funke Akindele, Nse Ikpe-Etim, Dan Davies, Paul Campbell, Chris Attoh, Rebecca Silvera, Eric Roberts, Joe Diaz, Alex Moore",Nigeria,13-Dec-19,2016,TV-MA,99 min,"Comedies, International Movies"
s245,Movie,A truthful Mother,Ravishankar Venkateswaran,"Revathi, Roger Narayanan, Sneha Ravishankar, Vidya Shankar, SR Leela",India,31-Mar-20,2020,TV-Y7,85 min,Children & Family Movies
s246,Movie,A Twelve Year Night,lvaro Brechner,"Antonio de la Torre, Chino Darn, Alfonso Tort, Soledad Villamil, Csar Troncoso, Silvia Prez Cruz, Csar Bordn, Mirella Pascual, Nidia Telles, Eduardo Recabarren","Uruguay, Argentina, Spain",28-Dec-18,2018,TV-MA,122 min,"Dramas, International Movies"
s247,Movie,A Very Country Christmas,Justin G. Dyck,"Bea Santos, Greyston Holt, Greg Vaughan, Deana Carter, Allison Hossack","United States, Canada",15-Nov-20,2017,TV-G,84 min,"Music & Musicals, Romantic Movies"
s248,Movie,A Very Murray Christmas,Sofia Coppola,"Bill Murray, Miley Cyrus, George Clooney, Chris Rock, Amy Poehler, Michael Cera, Maya Rudolph, Rashida Jones, Jason Schwartzman, Paul Shaffer, Jenny Lewis, Phoenix",United States,4-Dec-15,2015,TV-14,57 min,"Comedies, Music & Musicals"
s250,Movie,A Very Special Love,Cathy Garcia-Molina,"John Lloyd Cruz, Sarah Geronimo, Dante Rivero, Rowell Santiago, Johnny Revilla, Bing Pimental, Daphne Osea-Paez, Al Tantay, Irma Adlawan, Arno Morales, Miles Ocampo",Philippines,12-Nov-20,2008,TV-G,107 min,"International Movies, Romantic Movies"
s251,Movie,A Walk to Remember,Adam Shankman,"Mandy Moore, Shane West, Peter Coyote, Daryl Hannah, Lauren German, Clayne Crawford, Al Thompson",United States,1-Jul-20,2002,PG,102 min,"Dramas, Romantic Movies"
s252,Movie,A Wednesday,Neeraj Pandey,"Anupam Kher, Naseeruddin Shah, Jimmy Shergill, Deepal Shaw, Aamir Bashir, Kali Prasad Mukherjee, Vijay Bhatia, Chetan Pandit",India,1-Nov-18,2008,TV-MA,103 min,"Action & Adventure, Dramas, International Movies"
s254,Movie,A Whisker Away,"Junichi Sato, Tomotaka Shibayama","Mirai Shida, Natsuki Hanae, Hiroaki Ogi, Koichi Yamadera, Minako Kotobuki, Susumu Chiba, Ayako Kawasumi, Sayaka Ohara, Daisuke Namikawa",Japan,18-Jun-20,2020,TV-PG,104 min,"Anime Features, Children & Family Movies, International Movies"
s255,Movie,A Witches' Ball,Justin G. Dyck,"Morgan Neundorf, Karen Slater, Loukia Ioannou, Will Ennis, Renee Stein, Keith Cooper, Paul Mason, Lisa Scenna, Ashley Rogan",Canada,1-Oct-18,2017,PG,91 min,Children & Family Movies
s256,Movie,A Wrinkle in Time,Ava DuVernay,"Storm Reid, Oprah Winfrey, Reese Witherspoon, Mindy Kaling, Deric McCabe, Levi Miller, Chris Pine, Gugu Mbatha-Raw, Zach Galifianakis, Michael Pea, Bellamy Young, Andr Holland, Will McCormack, Rowan Blanchard, Daniel MacPherson",United States,25-Sep-18,2018,PG,110 min,Children & Family Movies
